custom_id,report_path,paper_type_primary,paper_type_empirical,paper_type_experimental,relevance_pgg_or_variant,relevance_punishment_or_sanctions,relevance_efficiency_or_related_payoff_outcome,outcomes_primary_outcome_type
10.1007_s10640-020-00526-w,literature/output/paper_analysis_reports/broad_all/10.1007_s10640-020-00526-w.md,empirical,experimental,field_experiment,adjacent,adjacent,adjacent,non_payoff_behavior
10.1007_s11238-015-9527-7,literature/output/paper_analysis_reports/broad_all/10.1007_s11238-015-9527-7.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1007_s12110-002-1016-3,literature/output/paper_analysis_reports/broad_all/10.1007_s12110-002-1016-3.md,empirical,observational,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1007_s13280-019-01284-w,literature/output/paper_analysis_reports/broad_all/10.1007_s13280-019-01284-w.md,theory,N/A,N/A,adjacent,adjacent,adjacent,N/R
10.1093_bjps_axu024,literature/output/paper_analysis_reports/broad_all/10.1093_bjps_axu024.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1093_pnasnexus_pgad054,literature/output/paper_analysis_reports/broad_all/10.1093_pnasnexus_pgad054.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1098_rspb.2013.0699,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2013.0699.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1098_rstb.2020.0291,literature/output/paper_analysis_reports/broad_all/10.1098_rstb.2020.0291.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1111_j.1420-9101.2006.01258.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1420-9101.2006.01258.x.md,theory,N/A,N/A,adjacent,adjacent,adjacent,N/R
10.1111_j.1558-5646.2007.00196.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1558-5646.2007.00196.x.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1177_0037549711406912,literature/output/paper_analysis_reports/broad_all/10.1177_0037549711406912.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1016_j.amc.2021.126433,literature/output/paper_analysis_reports/broad_all/10.1016_j.amc.2021.126433.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1016_j.amc.2025.129397,literature/output/paper_analysis_reports/broad_all/10.1016_j.amc.2025.129397.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1016_j.jebo.2018.04.015,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2018.04.015.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1016_j.physa.2015.05.111,literature/output/paper_analysis_reports/broad_all/10.1016_j.physa.2015.05.111.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1016_j.tics.2023.06.005,literature/output/paper_analysis_reports/broad_all/10.1016_j.tics.2023.06.005.md,theory,N/A,N/A,adjacent,adjacent,adjacent,N/R
10.1088_1742-5468_2006_06_p06013,literature/output/paper_analysis_reports/broad_all/10.1088_1742-5468_2006_06_p06013.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1111_eth.12223,literature/output/paper_analysis_reports/broad_all/10.1111_eth.12223.md,empirical,experimental,lab_experiment,adjacent,adjacent,adjacent,non_payoff_behavior
10.1111_spc3.12756,literature/output/paper_analysis_reports/broad_all/10.1111_spc3.12756.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1371_journal.pone.0282434,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0282434.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1007_s00191-013-0306-8,literature/output/paper_analysis_reports/broad_all/10.1007_s00191-013-0306-8.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1007_s00191-021-00739-2,literature/output/paper_analysis_reports/broad_all/10.1007_s00191-021-00739-2.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1007_s10816-013-9186-3,literature/output/paper_analysis_reports/broad_all/10.1007_s10816-013-9186-3.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1016_j.chaos.2022.112298,literature/output/paper_analysis_reports/broad_all/10.1016_j.chaos.2022.112298.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1016_j.comnet.2012.08.012,literature/output/paper_analysis_reports/broad_all/10.1016_j.comnet.2012.08.012.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1016_j.copsyc.2021.06.020,literature/output/paper_analysis_reports/broad_all/10.1016_j.copsyc.2021.06.020.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1016_j.puhe.2015.01.030,literature/output/paper_analysis_reports/broad_all/10.1016_j.puhe.2015.01.030.md,empirical,observational,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1016_j.tree.2013.05.011,literature/output/paper_analysis_reports/broad_all/10.1016_j.tree.2013.05.011.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1038_s41598-023-36318-7,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-023-36318-7.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1063_5.0139874,literature/output/paper_analysis_reports/broad_all/10.1063_5.0139874.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1098_rsif.2020.0880,literature/output/paper_analysis_reports/broad_all/10.1098_rsif.2020.0880.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1098_rstb.2010.0159,literature/output/paper_analysis_reports/broad_all/10.1098_rstb.2010.0159.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1177_01655515241233741,literature/output/paper_analysis_reports/broad_all/10.1177_01655515241233741.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.2307_2786874,literature/output/paper_analysis_reports/broad_all/10.2307_2786874.md,theory,N/A,N/A,adjacent,adjacent,adjacent,N/R
10.3390_su151410997,literature/output/paper_analysis_reports/broad_all/10.3390_su151410997.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1016_j.socec.2011.10.010,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2011.10.010.md,theory,N/A,N/A,adjacent,adjacent,adjacent,N/R
10.1016_j.socec.2020.101554,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2020.101554.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1038_s41559-020-01384-x,literature/output/paper_analysis_reports/broad_all/10.1038_s41559-020-01384-x.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1080_17419166.2018.1493992,literature/output/paper_analysis_reports/broad_all/10.1080_17419166.2018.1493992.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1098_rstb.2009.0134,literature/output/paper_analysis_reports/broad_all/10.1098_rstb.2009.0134.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1111_j.1467-9744.1991.tb00804.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1467-9744.1991.tb00804.x.md,theory,N/A,N/A,adjacent,adjacent,adjacent,N/R
10.1126_science.7652573,literature/output/paper_analysis_reports/broad_all/10.1126_science.7652573.md,empirical,observational,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1371_journal.pone.0083225,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0083225.md,theory,N/A,N/A,adjacent,adjacent,adjacent,non_payoff_behavior
10.1016_s0167-2681(96)00854-2,literature/output/paper_analysis_reports/broad_all/10.1016_s0167-2681(96)00854-2.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,efficiency_or_payoff
10.1038_srep18182,literature/output/paper_analysis_reports/broad_all/10.1038_srep18182.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,mixed
10.1098_rspb.2009.1900,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2009.1900.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,non_payoff_behavior
10.1007_s40881-021-00101-z,literature/output/paper_analysis_reports/broad_all/10.1007_s40881-021-00101-z.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,mixed
10.1016_j.jebo.2017.11.016,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2017.11.016.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,non_payoff_behavior
10.1002_mde.4492,literature/output/paper_analysis_reports/broad_all/10.1002_mde.4492.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,non_payoff_behavior
10.1006_game.1998.0638,literature/output/paper_analysis_reports/broad_all/10.1006_game.1998.0638.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,mixed
10.1016_j.socec.2021.101798,literature/output/paper_analysis_reports/broad_all/10.1016_j.socec.2021.101798.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,non_payoff_behavior
10.1177_0022002712448912,literature/output/paper_analysis_reports/broad_all/10.1177_0022002712448912.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,mixed
10.1016_j.anbehav.2016.01.010,literature/output/paper_analysis_reports/broad_all/10.1016_j.anbehav.2016.01.010.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,mixed
10.1371_journal.pcbi.0020178,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pcbi.0020178.md,theory,N/A,N/A,adjacent,adjacent,close,efficiency_or_payoff
10.1016_j.jebo.2015.05.013,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2015.05.013.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,mixed
10.1016_j.ssresearch.2019.102366,literature/output/paper_analysis_reports/broad_all/10.1016_j.ssresearch.2019.102366.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,non_payoff_behavior
10.1371_journal.pcbi.1011979,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pcbi.1011979.md,theory,N/A,N/A,adjacent,adjacent,close,efficiency_or_payoff
10.1073_pnas.1214167110,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.1214167110.md,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior
10.1038_s41598-017-02625-z,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-017-02625-z.md,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior
10.1038_srep10639,literature/output/paper_analysis_reports/broad_all/10.1038_srep10639.md,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior
10.1038_s41467-020-20436-1,literature/output/paper_analysis_reports/broad_all/10.1038_s41467-020-20436-1.md,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior
10.1038_s41598-018-34435-2,literature/output/paper_analysis_reports/broad_all/10.1038_s41598-018-34435-2.md,theory,N/A,N/A,adjacent,adjacent,close,efficiency_or_payoff
10.1073_pnas.1120867109,literature/output/paper_analysis_reports/broad_all/10.1073_pnas.1120867109.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,mixed
10.1111_j.1540-5907.2006.00230.x,literature/output/paper_analysis_reports/broad_all/10.1111_j.1540-5907.2006.00230.x.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,efficiency_or_payoff
10.1371_journal.pcbi.1004527,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pcbi.1004527.md,theory,N/A,N/A,adjacent,adjacent,close,efficiency_or_payoff
10.1371_journal.pcbi.1012810,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pcbi.1012810.md,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior
10.1016_j.jtbi.2004.06.032,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2004.06.032.md,theory,N/A,N/A,adjacent,adjacent,close,mixed
10.1371_journal.pone.0095742,literature/output/paper_analysis_reports/broad_all/10.1371_journal.pone.0095742.md,theory,N/A,N/A,adjacent,adjacent,close,efficiency_or_payoff
10.1016_j.jtbi.2004.06.020,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2004.06.020.md,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior
10.1140_epjb_e2009-00325-x,literature/output/paper_analysis_reports/broad_all/10.1140_epjb_e2009-00325-x.md,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior
10.1177_0003122413512316,literature/output/paper_analysis_reports/broad_all/10.1177_0003122413512316.md,empirical,observational,N/A,adjacent,adjacent,close,efficiency_or_payoff
10.1126_science.1193649,literature/output/paper_analysis_reports/broad_all/10.1126_science.1193649.md,empirical,observational,N/A,adjacent,adjacent,close,efficiency_or_payoff
10.1016_j.physa.2023.129283,literature/output/paper_analysis_reports/broad_all/10.1016_j.physa.2023.129283.md,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior
10.1098_rsos.240717,literature/output/paper_analysis_reports/broad_all/10.1098_rsos.240717.md,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior
10.1179_1749631414y.0000000041,literature/output/paper_analysis_reports/broad_all/10.1179_1749631414y.0000000041.md,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior
10.1098_rspb.2025.0973,literature/output/paper_analysis_reports/broad_all/10.1098_rspb.2025.0973.md,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior
10.1098_rsif.2011.0063,literature/output/paper_analysis_reports/broad_all/10.1098_rsif.2011.0063.md,empirical,experimental,lab_experiment,adjacent,adjacent,close,efficiency_or_payoff
10.1016_j.jebo.2010.09.010,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2010.09.010.md,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior
10.1016_j.copsyc.2021.08.033,literature/output/paper_analysis_reports/broad_all/10.1016_j.copsyc.2021.08.033.md,theory,N/A,N/A,adjacent,adjacent,close,mixed
10.1016_j.physa.2022.127490,literature/output/paper_analysis_reports/broad_all/10.1016_j.physa.2022.127490.md,theory,N/A,N/A,adjacent,adjacent,close,mixed
10.1098_rstb.2020.0300,literature/output/paper_analysis_reports/broad_all/10.1098_rstb.2020.0300.md,theory,N/A,N/A,adjacent,adjacent,close,non_payoff_behavior
10.1093_esr_jcx072,literature/output/paper_analysis_reports/broad_all/10.1093_esr_jcx072.md,empirical,observational,N/A,adjacent,adjacent,close,efficiency_or_payoff
10.1016_j.jebo.2015.09.008,literature/output/paper_analysis_reports/broad_all/10.1016_j.jebo.2015.09.008.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.1016_j.labeco.2008.08.002,literature/output/paper_analysis_reports/broad_all/10.1016_j.labeco.2008.08.002.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1016_j.geb.2022.03.015,literature/output/paper_analysis_reports/broad_all/10.1016_j.geb.2022.03.015.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.1016_j.evolhumbehav.2016.02.001,literature/output/paper_analysis_reports/broad_all/10.1016_j.evolhumbehav.2016.02.001.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.1016_j.geb.2014.03.006,literature/output/paper_analysis_reports/broad_all/10.1016_j.geb.2014.03.006.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.1016_j.rser.2025.115527,literature/output/paper_analysis_reports/broad_all/10.1016_j.rser.2025.115527.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.1093_restud_rdv040,literature/output/paper_analysis_reports/broad_all/10.1093_restud_rdv040.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.1111_ecin.13171,literature/output/paper_analysis_reports/broad_all/10.1111_ecin.13171.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.1111_jems.12570,literature/output/paper_analysis_reports/broad_all/10.1111_jems.12570.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.1287_mnsc.2013.1848,literature/output/paper_analysis_reports/broad_all/10.1287_mnsc.2013.1848.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.32872_spb.11607,literature/output/paper_analysis_reports/broad_all/10.32872_spb.11607.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.3390_g12010025,literature/output/paper_analysis_reports/broad_all/10.3390_g12010025.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.1257_mic.6.1.290,literature/output/paper_analysis_reports/broad_all/10.1257_mic.6.1.290.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.1287_mnsc.2017.2802,literature/output/paper_analysis_reports/broad_all/10.1287_mnsc.2017.2802.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.1007_s10683-010-9267-z,literature/output/paper_analysis_reports/broad_all/10.1007_s10683-010-9267-z.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.1007_s10683-020-09652-0,literature/output/paper_analysis_reports/broad_all/10.1007_s10683-020-09652-0.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.1016_j.jtbi.2005.11.028,literature/output/paper_analysis_reports/broad_all/10.1016_j.jtbi.2005.11.028.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.1126_sciadv.adm7968,literature/output/paper_analysis_reports/broad_all/10.1126_sciadv.adm7968.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
10.1287_mnsc.2020.3762,literature/output/paper_analysis_reports/broad_all/10.1287_mnsc.2020.3762.md,theory,N/A,N/A,adjacent,adjacent,exact,efficiency_or_payoff
10.3390_g11010005,literature/output/paper_analysis_reports/broad_all/10.3390_g11010005.md,empirical,experimental,lab_experiment,adjacent,adjacent,exact,efficiency_or_payoff
