n_filters,count,type_value,citation_value,jcr_value,year_value,discipline_value,collection_id,filter_label,filters_json,set_path
2,13,,,Q4,,bio_evo,jcr_q4__discipline_bio_evo,jcr=Q4 | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__discipline_bio_evo.csv
2,59,,,Q4,,economics,jcr_q4__discipline_economics,jcr=Q4 | discipline=economics,"{""discipline"": ""economics"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__discipline_economics.csv
2,57,,,Q4,,math_phys_cs,jcr_q4__discipline_math_phys_cs,jcr=Q4 | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__discipline_math_phys_cs.csv
2,2,,,Q4,,other,jcr_q4__discipline_other,jcr=Q4 | discipline=other,"{""discipline"": ""other"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__discipline_other.csv
2,62,,,Q4,,psych_social,jcr_q4__discipline_psych_social,jcr=Q4 | discipline=psych_social,"{""discipline"": ""psych_social"", ""jcr"": ""Q4""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__discipline_psych_social.csv
2,20,,,Q4,Q1_oldest,,jcr_q4__year_q1_oldest,jcr=Q4 | year=Q1_oldest,"{""jcr"": ""Q4"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q1_oldest.csv
2,21,,,Q4,Q2,,jcr_q4__year_q2,jcr=Q4 | year=Q2,"{""jcr"": ""Q4"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q2.csv
2,22,,,Q4,Q3,,jcr_q4__year_q3,jcr=Q4 | year=Q3,"{""jcr"": ""Q4"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q3.csv
2,26,,,Q4,Q4_newest,,jcr_q4__year_q4_newest,jcr=Q4 | year=Q4_newest,"{""jcr"": ""Q4"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/jcr_q4__year_q4_newest.csv
2,348,empirical,Q1_lowest,,,,type_empirical__citation_q1_lowest,type=empirical | citation=Q1_lowest,"{""citation"": ""Q1_lowest"", ""type"": ""empirical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__citation_q1_lowest.csv
2,303,empirical,Q2,,,,type_empirical__citation_q2,type=empirical | citation=Q2,"{""citation"": ""Q2"", ""type"": ""empirical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__citation_q2.csv
2,310,empirical,Q3,,,,type_empirical__citation_q3,type=empirical | citation=Q3,"{""citation"": ""Q3"", ""type"": ""empirical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__citation_q3.csv
2,379,empirical,Q4_highest,,,,type_empirical__citation_q4_highest,type=empirical | citation=Q4_highest,"{""citation"": ""Q4_highest"", ""type"": ""empirical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__citation_q4_highest.csv
2,132,empirical,,,,bio_evo,type_empirical__discipline_bio_evo,type=empirical | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""type"": ""empirical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__discipline_bio_evo.csv
2,562,empirical,,,,economics,type_empirical__discipline_economics,type=empirical | discipline=economics,"{""discipline"": ""economics"", ""type"": ""empirical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__discipline_economics.csv
2,69,empirical,,,,math_phys_cs,type_empirical__discipline_math_phys_cs,type=empirical | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""type"": ""empirical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__discipline_math_phys_cs.csv
2,263,empirical,,,,multidisciplinary,type_empirical__discipline_multidisciplinary,type=empirical | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""type"": ""empirical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__discipline_multidisciplinary.csv
2,92,empirical,,,,other,type_empirical__discipline_other,type=empirical | discipline=other,"{""discipline"": ""other"", ""type"": ""empirical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__discipline_other.csv
2,505,empirical,,,,psych_social,type_empirical__discipline_psych_social,type=empirical | discipline=psych_social,"{""discipline"": ""psych_social"", ""type"": ""empirical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__discipline_psych_social.csv
2,700,empirical,,Q1,,,type_empirical__jcr_q1,type=empirical | jcr=Q1,"{""jcr"": ""Q1"", ""type"": ""empirical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__jcr_q1.csv
2,411,empirical,,Q2,,,type_empirical__jcr_q2,type=empirical | jcr=Q2,"{""jcr"": ""Q2"", ""type"": ""empirical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__jcr_q2.csv
2,151,empirical,,Q3,,,type_empirical__jcr_q3,type=empirical | jcr=Q3,"{""jcr"": ""Q3"", ""type"": ""empirical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__jcr_q3.csv
2,48,empirical,,Q4,,,type_empirical__jcr_q4,type=empirical | jcr=Q4,"{""jcr"": ""Q4"", ""type"": ""empirical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__jcr_q4.csv
2,334,empirical,,,Q1_oldest,,type_empirical__year_q1_oldest,type=empirical | year=Q1_oldest,"{""type"": ""empirical"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__year_q1_oldest.csv
2,386,empirical,,,Q2,,type_empirical__year_q2,type=empirical | year=Q2,"{""type"": ""empirical"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__year_q2.csv
2,324,empirical,,,Q3,,type_empirical__year_q3,type=empirical | year=Q3,"{""type"": ""empirical"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__year_q3.csv
2,296,empirical,,,Q4_newest,,type_empirical__year_q4_newest,type=empirical | year=Q4_newest,"{""type"": ""empirical"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_empirical__year_q4_newest.csv
2,350,theoretical,Q1_lowest,,,,type_theoretical__citation_q1_lowest,type=theoretical | citation=Q1_lowest,"{""citation"": ""Q1_lowest"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q1_lowest.csv
2,378,theoretical,Q2,,,,type_theoretical__citation_q2,type=theoretical | citation=Q2,"{""citation"": ""Q2"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q2.csv
2,383,theoretical,Q3,,,,type_theoretical__citation_q3,type=theoretical | citation=Q3,"{""citation"": ""Q3"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q3.csv
2,305,theoretical,Q4_highest,,,,type_theoretical__citation_q4_highest,type=theoretical | citation=Q4_highest,"{""citation"": ""Q4_highest"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__citation_q4_highest.csv
2,300,theoretical,,,,bio_evo,type_theoretical__discipline_bio_evo,type=theoretical | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__discipline_bio_evo.csv
2,168,theoretical,,,,economics,type_theoretical__discipline_economics,type=theoretical | discipline=economics,"{""discipline"": ""economics"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__discipline_economics.csv
2,736,theoretical,,,,math_phys_cs,type_theoretical__discipline_math_phys_cs,type=theoretical | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__discipline_math_phys_cs.csv
2,207,theoretical,,,,multidisciplinary,type_theoretical__discipline_multidisciplinary,type=theoretical | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__discipline_multidisciplinary.csv
2,101,theoretical,,,,other,type_theoretical__discipline_other,type=theoretical | discipline=other,"{""discipline"": ""other"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__discipline_other.csv
2,232,theoretical,,,,psych_social,type_theoretical__discipline_psych_social,type=theoretical | discipline=psych_social,"{""discipline"": ""psych_social"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__discipline_psych_social.csv
2,742,theoretical,,Q1,,,type_theoretical__jcr_q1,type=theoretical | jcr=Q1,"{""jcr"": ""Q1"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q1.csv
2,327,theoretical,,Q2,,,type_theoretical__jcr_q2,type=theoretical | jcr=Q2,"{""jcr"": ""Q2"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q2.csv
2,247,theoretical,,Q3,,,type_theoretical__jcr_q3,type=theoretical | jcr=Q3,"{""jcr"": ""Q3"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q3.csv
2,41,theoretical,,Q4,,,type_theoretical__jcr_q4,type=theoretical | jcr=Q4,"{""jcr"": ""Q4"", ""type"": ""theoretical""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__jcr_q4.csv
2,371,theoretical,,,Q1_oldest,,type_theoretical__year_q1_oldest,type=theoretical | year=Q1_oldest,"{""type"": ""theoretical"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__year_q1_oldest.csv
2,357,theoretical,,,Q2,,type_theoretical__year_q2,type=theoretical | year=Q2,"{""type"": ""theoretical"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__year_q2.csv
2,326,theoretical,,,Q3,,type_theoretical__year_q3,type=theoretical | year=Q3,"{""type"": ""theoretical"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__year_q3.csv
2,362,theoretical,,,Q4_newest,,type_theoretical__year_q4_newest,type=theoretical | year=Q4_newest,"{""type"": ""theoretical"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/type_theoretical__year_q4_newest.csv
2,170,,,,Q1_oldest,bio_evo,year_q1_oldest__discipline_bio_evo,year=Q1_oldest | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q1_oldest__discipline_bio_evo.csv
2,213,,,,Q1_oldest,economics,year_q1_oldest__discipline_economics,year=Q1_oldest | discipline=economics,"{""discipline"": ""economics"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q1_oldest__discipline_economics.csv
2,159,,,,Q1_oldest,math_phys_cs,year_q1_oldest__discipline_math_phys_cs,year=Q1_oldest | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q1_oldest__discipline_math_phys_cs.csv
2,103,,,,Q1_oldest,multidisciplinary,year_q1_oldest__discipline_multidisciplinary,year=Q1_oldest | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q1_oldest__discipline_multidisciplinary.csv
2,16,,,,Q1_oldest,other,year_q1_oldest__discipline_other,year=Q1_oldest | discipline=other,"{""discipline"": ""other"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q1_oldest__discipline_other.csv
2,199,,,,Q1_oldest,psych_social,year_q1_oldest__discipline_psych_social,year=Q1_oldest | discipline=psych_social,"{""discipline"": ""psych_social"", ""year"": ""Q1_oldest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q1_oldest__discipline_psych_social.csv
2,127,,,,Q2,bio_evo,year_q2__discipline_bio_evo,year=Q2 | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q2__discipline_bio_evo.csv
2,195,,,,Q2,economics,year_q2__discipline_economics,year=Q2 | discipline=economics,"{""discipline"": ""economics"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q2__discipline_economics.csv
2,178,,,,Q2,math_phys_cs,year_q2__discipline_math_phys_cs,year=Q2 | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q2__discipline_math_phys_cs.csv
2,155,,,,Q2,multidisciplinary,year_q2__discipline_multidisciplinary,year=Q2 | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q2__discipline_multidisciplinary.csv
2,29,,,,Q2,other,year_q2__discipline_other,year=Q2 | discipline=other,"{""discipline"": ""other"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q2__discipline_other.csv
2,193,,,,Q2,psych_social,year_q2__discipline_psych_social,year=Q2 | discipline=psych_social,"{""discipline"": ""psych_social"", ""year"": ""Q2""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q2__discipline_psych_social.csv
2,75,,,,Q3,bio_evo,year_q3__discipline_bio_evo,year=Q3 | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q3__discipline_bio_evo.csv
2,180,,,,Q3,economics,year_q3__discipline_economics,year=Q3 | discipline=economics,"{""discipline"": ""economics"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q3__discipline_economics.csv
2,210,,,,Q3,math_phys_cs,year_q3__discipline_math_phys_cs,year=Q3 | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q3__discipline_math_phys_cs.csv
2,108,,,,Q3,multidisciplinary,year_q3__discipline_multidisciplinary,year=Q3 | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q3__discipline_multidisciplinary.csv
2,22,,,,Q3,other,year_q3__discipline_other,year=Q3 | discipline=other,"{""discipline"": ""other"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q3__discipline_other.csv
2,167,,,,Q3,psych_social,year_q3__discipline_psych_social,year=Q3 | discipline=psych_social,"{""discipline"": ""psych_social"", ""year"": ""Q3""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q3__discipline_psych_social.csv
2,60,,,,Q4_newest,bio_evo,year_q4_newest__discipline_bio_evo,year=Q4_newest | discipline=bio_evo,"{""discipline"": ""bio_evo"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q4_newest__discipline_bio_evo.csv
2,142,,,,Q4_newest,economics,year_q4_newest__discipline_economics,year=Q4_newest | discipline=economics,"{""discipline"": ""economics"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q4_newest__discipline_economics.csv
2,258,,,,Q4_newest,math_phys_cs,year_q4_newest__discipline_math_phys_cs,year=Q4_newest | discipline=math_phys_cs,"{""discipline"": ""math_phys_cs"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q4_newest__discipline_math_phys_cs.csv
2,104,,,,Q4_newest,multidisciplinary,year_q4_newest__discipline_multidisciplinary,year=Q4_newest | discipline=multidisciplinary,"{""discipline"": ""multidisciplinary"", ""year"": ""Q4_newest""}",literature/output/evidence_cards/literature_evidence_cards_cleaned/collection_metadata_sets/sets/year_q4_newest__discipline_multidisciplinary.csv
